Address,Rooms,Price,Bedroom2,Bathroom,Landsize,YearBuilt,Regionname,Suburb,Type
641 Nepean Hwy,4,1400000,4,3,1659,1890,South-Eastern Metropolitan,Frankston South,h
171 North Rd,5,1880000,5,2,538,,Southern Metropolitan,Gardenvale,h
91 Carrick Dr,3,755000,3,1,935,1975,Western Metropolitan,Gladstone Park,h
10 Taunton Pl,4,635000,4,2,634,1980,Western Metropolitan,Gladstone Park,h
2/37 Aintree Rd,2,762000,2,1,730,1875,Southern Metropolitan,Glen Iris,u
11/46 Edgar St,2,501000,2,1,0,,Southern Metropolitan,Glen Iris,u
1 Estella St,4,2920000,4,3,1064,,Southern Metropolitan,Glen Iris,h
1/25 Gardiner Pde,3,1501000,3,2,313,1995,Southern Metropolitan,Glen Iris,t
42 Martin Rd,3,1500000,3,2,409,,Southern Metropolitan,Glen Iris,h
68 Martin Rd,3,1440000,3,2,0,,Southern Metropolitan,Glen Iris,h
1a Pascoe St,3,1330000,3,2,296,,Southern Metropolitan,Glen Iris,u
37 Brentwood Dr,4,1130000,4,2,690,,Eastern Metropolitan,Glen Waverley,h
11 Buller Dr,4,1331000,4,2,762,,Eastern Metropolitan,Glen Waverley,h
19 Norfolk St,4,1100000,4,2,726,1961,Eastern Metropolitan,Glen Waverley,h
1/14 Utah Rd,3,1135000,3,2,328,1980,Eastern Metropolitan,Glen Waverley,u
73 Augustine Tce,4,651000,4,1,587,,Northern Metropolitan,Glenroy,h
1 Dromana St,3,865000,3,1,746,1960,Northern Metropolitan,Glenroy,h
7/56 Golf Links Rd,1,362500,1,1,124,1980,Northern Metropolitan,Glenroy,u
8 Kalang Rd,3,922000,3,1,584,1960,Northern Metropolitan,Glenroy,h
7 Mitchell Ct,2,650000,2,1,650,,Northern Metropolitan,Glenroy,h
73 Pecham St,3,963500,3,2,697,1960,Northern Metropolitan,Glenroy,h
53 William St,3,815000,3,1,641,,Northern Metropolitan,Glenroy,h
5 Glenice St,3,740000,3,1,580,1962,Northern Metropolitan,Greensborough,h
17 Bolton Ct,5,750000,5,2,877,1980,Northern Metropolitan,Greenvale,h
65 Clare Bvd,4,730000,4,2,633,2004,Northern Metropolitan,Greenvale,h
69 Greenvale Dr,3,770000,3,2,711,1985,Northern Metropolitan,Greenvale,h
12 Taormina St,3,550000,3,2,392,2013,Northern Metropolitan,Greenvale,h
1 Mikado St,3,870000,3,1,700,,Northern Metropolitan,Hadfield,h
68 Littlewood St,4,2905000,4,2,630,,Southern Metropolitan,Hampton,h
53 Teddington Rd,2,1695000,2,1,765,,Southern Metropolitan,Hampton,h
28 The Avenue,4,2550000,4,2,726,1925,Southern Metropolitan,Hampton,h
14 Tatterson St,3,561000,3,2,646,,South-Eastern Metropolitan,Hampton Park,h
3/199 Auburn Rd,2,525000,2,1,279,,Southern Metropolitan,Hawthorn,u
328 Barkers Rd,4,2800000,4,2,750,1910,Southern Metropolitan,Hawthorn,h
36 Bell St,3,1870000,3,1,271,,Southern Metropolitan,Hawthorn,h
3 Churchill Gr,3,2402500,3,2,273,1900,Southern Metropolitan,Hawthorn,h
56 Denham St,3,1955000,3,1,261,1890,Southern Metropolitan,Hawthorn,h
10 Edward St,3,1702000,3,1,290,1900,Southern Metropolitan,Hawthorn,h
204/36 Lynch St,2,500000,2,2,0,,Southern Metropolitan,Hawthorn,u
16 Marian St,4,3399000,4,2,446,2002,Southern Metropolitan,Hawthorn,h
29 Oak St,4,3900000,4,2,595,,Southern Metropolitan,Hawthorn,h
1/125 Riversdale Rd,2,697000,2,1,0,,Southern Metropolitan,Hawthorn,u
8/772 Burwood Rd,2,802500,2,1,966,1970,Southern Metropolitan,Hawthorn East,u
6/20 Denmark Hill Rd,1,441000,1,1,0,1960,Southern Metropolitan,Hawthorn East,u
28 Mayston St,3,2680000,3,2,522,,Southern Metropolitan,Hawthorn East,h
5/305 Riversdale Rd,2,500000,2,1,1324,1970,Southern Metropolitan,Hawthorn East,u
3/62 Darebin St,2,738000,2,1,154,1985,Eastern Metropolitan,Heidelberg,t
2/34 Bamfield Rd,3,715000,3,2,192,,Eastern Metropolitan,Heidelberg Heights,t
31 Collins St,3,800000,3,1,583,1945,Eastern Metropolitan,Heidelberg Heights,h
49C Dresden St,2,680000,2,1,129,2013,Eastern Metropolitan,Heidelberg Heights,t
67 McEwan Rd,3,1010000,3,1,648,,Eastern Metropolitan,Heidelberg Heights,h
1/171 Waiora Rd,3,630000,3,1,277,,Eastern Metropolitan,Heidelberg Heights,u
312 Liberty Pde,3,605000,3,1,377,1960,Eastern Metropolitan,Heidelberg West,h
314 Liberty Pde,3,580000,3,1,429,1950,Eastern Metropolitan,Heidelberg West,h
17/459 Waterdale Rd,2,444000,2,1,94,,Eastern Metropolitan,Heidelberg West,u
581 Waterdale Rd,2,532000,2,2,220,,Eastern Metropolitan,Heidelberg West,h
8 Sydenham St,3,1600000,3,2,598,1960,Southern Metropolitan,Highett,h
10 Chris Ct,4,677000,4,2,661,1999,Western Metropolitan,Hillside,h
10 View Ct,4,737500,4,2,704,2004,Western Metropolitan,Hillside,h
138 Bellbridge Dr,3,520000,3,2,530,1999,Western Metropolitan,Hoppers Crossing,h
48 Branton Rd,3,553100,3,2,540,1974,Western Metropolitan,Hoppers Crossing,h
2 Dunk Ct,3,418000,3,2,435,,Western Metropolitan,Hoppers Crossing,h
9 Hawthorn Dr,3,505000,3,1,663,1995,Western Metropolitan,Hoppers Crossing,h
8 Hayden St,3,492000,3,1,581,,Western Metropolitan,Hoppers Crossing,h
10 Kelwin Ct,4,680000,4,2,800,1990,Western Metropolitan,Hoppers Crossing,h
7 Lisa Ct,4,472000,4,2,546,,Western Metropolitan,Hoppers Crossing,h
38 MacEdon St,3,442500,3,1,537,1980,Western Metropolitan,Hoppers Crossing,h
1/7 Dalston Rd,3,1203500,3,2,311,2000,Southern Metropolitan,Hughesdale,u
198 Poath Rd,3,1250000,3,1,603,,Southern Metropolitan,Hughesdale,h
128 Green St,3,1475000,3,1,424,1950,Eastern Metropolitan,Ivanhoe,h
8 Carmichael St,3,1640000,3,1,617,1930,Eastern Metropolitan,Ivanhoe East,h
7 Bessell Ct,3,590500,3,1,708,1960,Northern Metropolitan,Jacana,h
3 Gerona St,3,895000,3,1,589,1965,Western Metropolitan,Keilor,h
43 Tarella Dr,4,790000,4,2,696,1980,Western Metropolitan,Keilor Downs,h
5 Carey Ct,3,825000,3,1,534,1965,Western Metropolitan,Keilor East,h
10 Cecelia Dr,3,806000,3,2,546,,Western Metropolitan,Keilor East,h
92 Sterling Dr,4,698000,4,2,535,,Western Metropolitan,Keilor East,h
55 Erebus St,3,752500,3,2,468,,Western Metropolitan,Keilor Park,h
205/72 Altona St,1,400000,1,1,0,2008,Northern Metropolitan,Kensington,u
2 Smith St,1,715000,1,1,91,2006,Northern Metropolitan,Kensington,t
29 Denmark St,3,1300000,3,1,257,1920,Southern Metropolitan,Kew,h
4/863 Glenferrie Rd,3,660000,3,1,1096,,Southern Metropolitan,Kew,u
35 Thornton St,4,2425000,4,3,638,,Southern Metropolitan,Kew,h
1/125 Walpole St,2,825000,2,1,193,1995,Southern Metropolitan,Kew,t
6/62 Walpole St,2,682000,2,1,0,,Southern Metropolitan,Kew,u
4 Weir St,5,3200500,5,2,842,,Southern Metropolitan,Kew,h
117A Willsmere Rd,3,1110000,3,2,200,,Southern Metropolitan,Kew,h
9 Hartwood St,4,2258000,4,1,836,1910,Southern Metropolitan,Kew East,h
84 Westbrook St,3,1650000,3,3,204,,Southern Metropolitan,Kew East,h
19 The Strand,4,1250000,4,2,560,2005,South-Eastern Metropolitan,Keysborough,h
13 Camelia St,5,520000,5,2,545,1972,Western Metropolitan,Kings Park,h
8 Markhill Pl,4,1218000,4,2,900,1994,Eastern Metropolitan,Knoxfield,h
8 Mistletoe Cl,4,1010000,4,2,620,,Eastern Metropolitan,Knoxfield,h
3/103 Cyprus St,2,383000,2,1,138,,Northern Metropolitan,Lalor,u
1 Kent Rd,3,600000,3,2,534,1980,Northern Metropolitan,Lalor,h
61 McKimmies Rd,3,487000,3,1,533,1970,Northern Metropolitan,Lalor,h
13 Rosemary Dr,3,572000,3,1,640,1975,Northern Metropolitan,Lalor,h
4/38 Alma St,2,650000,2,2,248,1995,Eastern Metropolitan,Lower Plenty,u
1 Gilda St,3,793000,3,1,417,,Western Metropolitan,Maidstone,h
10 Horace St,4,2775000,4,2,510,,Southern Metropolitan,Malvern,h
13 Nicholls St,3,1700000,3,2,312,1920,Southern Metropolitan,Malvern,h
3/1 Grant St,3,1060000,3,1,206,1980,Southern Metropolitan,Malvern East,t
76 Manning Rd,4,2400000,4,2,589,,Southern Metropolitan,Malvern East,h
21/9 Fabian Ct,2,530000,2,1,81,1980,Western Metropolitan,Maribyrnong,u
107 Gatehouse Pl,2,450000,2,1,0,1940,Western Metropolitan,Maribyrnong,u
22 The Grand,4,1510500,4,2,251,,Western Metropolitan,Maribyrnong,h
18/4 Wests Rd,2,353000,2,1,4977,2000,Western Metropolitan,Maribyrnong,u
77 Nicholson St,2,1250000,2,1,368,1920,Southern Metropolitan,McKinnon,h
75 Wright St,5,2300000,5,2,904,,Southern Metropolitan,McKinnon,h
1814/250 Elizabeth St,2,720000,2,1,0,1976,Northern Metropolitan,Melbourne,u
14 Musk Ct,3,295000,3,1,600,1975,Western Victoria,Melton,h
3 Francis St,4,347500,4,2,587,1990,Western Victoria,Melton South,h
3 Becker Cl,3,410000,3,2,740,1985,Northern Victoria,Melton West,h
5A Elizabeth St,3,1010000,3,1,309,,South-Eastern Metropolitan,Mentone,t
1 Rogers St,5,1485000,5,2,720,1975,South-Eastern Metropolitan,Mentone,h
89 Armstrong St,3,3750000,3,2,411,,Southern Metropolitan,Middle Park,h
150 Page St,3,1750000,3,2,138,1885,Southern Metropolitan,Middle Park,h
3/84 Mill Park Dr,2,480750,2,1,114,,Northern Metropolitan,Mill Park,t
17 Winter Ct,5,725000,5,2,574,1970,Northern Metropolitan,Mill Park,h
5a Compton St,2,695000,2,1,300,2011,Eastern Metropolitan,Mitcham,u
27 Forster St,2,655000,2,1,446,1975,Eastern Metropolitan,Mitcham,h
1/39 Harrison St,3,775000,3,1,208,1975,Eastern Metropolitan,Mitcham,u
1/10 Owen St,3,820000,3,1,439,1960,Eastern Metropolitan,Mitcham,u
10 Sunninghill Ct,4,990000,4,2,708,,Eastern Metropolitan,Mitcham,h
14 Victory St,2,883000,2,1,697,1960,Eastern Metropolitan,Mitcham,h
72 Zetland Rd,4,1462000,4,2,420,1910,Eastern Metropolitan,Mont Albert,h
12 Aanensen Ct,3,1130000,3,2,842,,Eastern Metropolitan,Montmorency,h
3/50 Airlie Rd,3,960000,3,2,397,2003,Eastern Metropolitan,Montmorency,t
30 Astley St,4,1050000,4,2,973,,Eastern Metropolitan,Montmorency,h
35 Astley St,3,900000,3,1,575,1980,Eastern Metropolitan,Montmorency,h
21 Beattie St,3,806000,3,1,396,1955,Eastern Metropolitan,Montmorency,h
19 Davey Rd,3,1160000,3,2,1125,,Eastern Metropolitan,Montmorency,h
50 Kirwana Gr,3,700000,3,1,615,,Eastern Metropolitan,Montmorency,h
17 Virginia Ct,4,980000,4,3,701,1993,Eastern Metropolitan,Montmorency,h
2/4 Clovelly Ct,4,1250800,4,2,243,,Eastern Metropolitan,Mount Waverley,t
14 Gloucester St,4,1327000,4,3,768,,Eastern Metropolitan,Mount Waverley,h
1/2 Gwynne St,2,670000,2,1,296,,Eastern Metropolitan,Mount Waverley,u
3 Rowan Ct,3,1615000,3,1,1321,,Eastern Metropolitan,Mount Waverley,h
14 Wadham Pde,4,1400000,4,3,668,,Eastern Metropolitan,Mount Waverley,h
4/1 Winbourne Rd,2,620000,2,1,190,,Eastern Metropolitan,Mount Waverley,u
16 Morawa Dr,3,800000,3,2,324,,South-Eastern Metropolitan,Mulgrave,h
217 Murrumbeena Rd,4,1540000,4,2,589,1920,Southern Metropolitan,Murrumbeena,h
7/502 Neerim Rd,1,470000,1,1,0,2000,Southern Metropolitan,Murrumbeena,t
9b Stewart St,3,1160000,3,2,441,,Southern Metropolitan,Murrumbeena,u
1/27 Pearl St,3,715000,3,1,178,,Western Metropolitan,Niddrie,t
35 Spring St,4,1010000,4,2,650,,Western Metropolitan,Niddrie,h
13 The Avenue,3,980000,3,1,577,,Western Metropolitan,Niddrie,h
26 Forster St,3,730000,3,1,695,1963,South-Eastern Metropolitan,Noble Park,h
6 Helen Ct,3,676000,3,1,587,1960,South-Eastern Metropolitan,Noble Park,h
13 Mather Rd,4,805000,4,2,702,1980,South-Eastern Metropolitan,Noble Park,h
25 Moodemere St,3,802000,3,1,818,,South-Eastern Metropolitan,Noble Park,h
72 Curzon St,2,1126000,2,1,114,1910,Northern Metropolitan,North Melbourne,h
363 Dryburgh St,4,1746000,4,2,149,,Northern Metropolitan,North Melbourne,h
4/8 Falshaws La,2,799000,2,1,0,1900,Northern Metropolitan,North Melbourne,u
357 Flemington Rd,3,1285000,3,1,170,1990,Northern Metropolitan,North Melbourne,h
205 Clarke St,3,1512000,3,1,326,1905,Northern Metropolitan,Northcote,h
24 Henry St,4,2042000,4,1,566,,Northern Metropolitan,Northcote,h
16 Thomson St,2,1260000,2,1,234,1900,Northern Metropolitan,Northcote,h
38 Whalley St,4,1650000,4,3,423,,Northern Metropolitan,Northcote,h
3/7 Lilian St,3,1235000,3,3,338,,Eastern Metropolitan,Nunawading,t
23 Morden Ct,4,1570000,4,2,746,,Eastern Metropolitan,Nunawading,h
2/324 Springfield Rd,3,777000,3,2,239,2014,Eastern Metropolitan,Nunawading,u
12 Jessie St,3,972000,3,1,699,,Northern Metropolitan,Oak Park,h
17 John St,2,1225000,2,1,567,1940,Southern Metropolitan,Oakleigh,h
16 Leumear St,3,1292000,3,1,716,,Southern Metropolitan,Oakleigh East,h
2/83 Patrick St,4,912000,4,2,344,1997,Southern Metropolitan,Oakleigh East,t
11 Newham Gr,4,1565000,4,3,719,1920,Southern Metropolitan,Ormond,h
5/6 Ulupna Rd,2,640000,2,1,0,,Southern Metropolitan,Ormond,u
5 Booth St,2,1270000,2,1,772,1940,South-Eastern Metropolitan,Parkdale,h
45 Eighth St,5,1485000,5,2,693,1940,South-Eastern Metropolitan,Parkdale,h
20 Hawke St,4,1137500,4,2,641,1980,South-Eastern Metropolitan,Parkdale,h
3 Surf St,3,1415000,3,1,545,1950,South-Eastern Metropolitan,Parkdale,h
301/228 The Avenue,3,1560000,3,2,2431,,Northern Metropolitan,Parkville,u
4/236 Boundary Rd,2,530000,2,2,135,,Northern Metropolitan,Pascoe Vale,t
111 Derby St,3,876000,3,1,525,1960,Northern Metropolitan,Pascoe Vale,h
1 Dorothy St,3,802000,3,2,450,,Northern Metropolitan,Pascoe Vale,h
1/22 Joffre Rd,3,736000,3,1,278,1950,Northern Metropolitan,Pascoe Vale,u
4/21 Main St,3,755000,3,1,234,1993,Northern Metropolitan,Pascoe Vale,t
1/43 Surrey St,2,478000,2,1,0,1960,Northern Metropolitan,Pascoe Vale,h
308 Sussex St,2,650000,2,1,605,,Northern Metropolitan,Pascoe Vale,h
31 Albert St,2,1335000,2,1,181,1880,Southern Metropolitan,Port Melbourne,h
2/79 Pickles St,1,545000,1,1,0,2000,Southern Metropolitan,Port Melbourne,u
5/305 Dandenong Rd,2,740000,2,1,0,1940,Southern Metropolitan,Prahran,u
102/11 Hillingdon Pl,2,698000,2,1,0,1900,Southern Metropolitan,Prahran,u
20 King St,2,780000,2,1,117,1900,Southern Metropolitan,Prahran,h
3/6 Miller St,2,1190000,2,1,57,,Southern Metropolitan,Prahran,t
15A Percy St,2,1170000,2,2,86,,Southern Metropolitan,Prahran,h
9/3 Rae Ct,2,660000,2,1,0,,Southern Metropolitan,Prahran,u
19 Cynga St,3,920000,3,1,693,1950,Northern Metropolitan,Preston,h
105 Gower St,3,1115000,3,1,680,1960,Northern Metropolitan,Preston,h
40/122 High St,3,550000,3,2,0,2012,Northern Metropolitan,Preston,u
52 May St,3,1171000,3,1,483,1930,Northern Metropolitan,Preston,h
477 Murray Rd,5,1060000,5,2,559,1940,Northern Metropolitan,Preston,h
428 Plenty Rd,3,996000,3,1,581,,Northern Metropolitan,Preston,h
3/5 Sussex St,2,617500,2,1,155,1985,Northern Metropolitan,Preston,h
5 Boldrewood Pde,3,817000,3,1,700,,Northern Metropolitan,Reservoir,h
25 Fyfe St,2,575000,2,2,151,2015,Northern Metropolitan,Reservoir,t
104 Purinuan Rd,3,635000,3,2,289,2009,Northern Metropolitan,Reservoir,h
3/80 Rathcown Rd,2,470000,2,1,142,2007,Northern Metropolitan,Reservoir,u
2/116 Spring St,3,700000,3,2,301,,Northern Metropolitan,Reservoir,h
4 Wattle Gr,3,860000,3,1,627,1950,Northern Metropolitan,Reservoir,h
25 Canterbury St,2,1000000,2,1,164,,Northern Metropolitan,Richmond,h
74 Hunter St,3,1250000,3,1,111,,Northern Metropolitan,Richmond,h
28 Newry St,3,1280000,3,1,185,,Northern Metropolitan,Richmond,h
52/73 River St,2,615000,2,2,14196,2005,Northern Metropolitan,Richmond,u
7/4 Smith St,1,314000,1,1,0,1970,Northern Metropolitan,Richmond,u
9 Wall St,2,1341000,2,1,135,1890,Northern Metropolitan,Richmond,h
4 Strathallyn Rd,3,930000,3,1,835,,Eastern Metropolitan,Ringwood,h
2/5 Mines Rd,2,609000,2,1,190,1970,Eastern Metropolitan,Ringwood East,u
12 The Summit,4,1085000,4,2,798,,Eastern Metropolitan,Ringwood North,h
9 Darvall St,3,1100000,3,2,468,1985,Eastern Metropolitan,Rosanna,h
6 Douglas St,4,1185000,4,2,625,,Eastern Metropolitan,Rosanna,h
12 Chesterville Ct,4,500000,4,2,383,2006,Northern Metropolitan,Roxburgh Park,h
2/1 George St,3,630000,3,2,0,,Southern Metropolitan,Sandringham,u
8/7 Neptune St,2,760000,2,1,0,1970,Southern Metropolitan,Sandringham,u
79 Victoria St,4,2100000,4,2,831,1945,Southern Metropolitan,Sandringham,h
12 Riviera St,4,795000,4,2,631,1960,South-Eastern Metropolitan,Seaford,h
1 Bute St,3,1315000,4,3,122,1950,Western Metropolitan,Seddon,h
57 Charles St,2,830000,2,1,152,1910,Western Metropolitan,Seddon,h
19 Station Rd,2,940000,2,1,207,1910,Western Metropolitan,Seddon,h
16 Eleanor Dr,3,1085000,3,2,76000,,Eastern Victoria,Silvan,h
41 Kernot St,3,835000,3,1,297,,Western Metropolitan,South Kingsville,h
67 Dow St,1,807500,1,1,74,1900,Southern Metropolitan,South Melbourne,h
8 Ferrars Pl,4,4100000,4,2,403,,Southern Metropolitan,South Melbourne,h
10/20 Chambers St,3,1430000,3,3,913,1996,Southern Metropolitan,South Yarra,u
4 Hawksburn Rd,4,2920000,4,2,564,1920,Southern Metropolitan,South Yarra,h
17/43 Kensington Rd,1,400000,1,1,0,1950,Southern Metropolitan,South Yarra,u
2/96 Dodds St,2,600000,2,1,0,,Southern Metropolitan,Southbank,u
28/161 Sturt St,2,600000,2,1,3634,1993,Southern Metropolitan,Southbank,u
14 Derham St,4,1300000,4,2,730,,Western Metropolitan,Spotswood,h
111 The Avenue,3,1000000,3,1,399,,Western Metropolitan,Spotswood,h
6 Bent St,3,650000,3,1,722,,Western Metropolitan,St Albans,h
34 Conrad St,1,565000,1,1,617,,Western Metropolitan,St Albans,h
11 Erinne Ct,5,1387000,5,3,1348,2005,Eastern Metropolitan,St Helena,h
4/57 Chapel St,1,480000,1,1,0,1930,Southern Metropolitan,St Kilda,u
1/12 Charles St,2,730000,2,1,284,,Southern Metropolitan,St Kilda,u
20 Miller St,4,535000,4,2,808,1970,Western Metropolitan,Sunbury,h
4 Farnsworth St,3,865000,3,1,550,,Western Metropolitan,Sunshine,h
81 Parsons St,3,1070000,3,2,573,1940,Western Metropolitan,Sunshine,h
4/136 Wright St,1,245000,1,1,44,,Western Metropolitan,Sunshine,u
9 Compton Pde,6,750000,6,2,588,1955,Western Metropolitan,Sunshine North,h
9 McLeod St,3,632000,3,1,471,1950,Western Metropolitan,Sunshine North,h
14 Oxford St,3,905000,3,1,697,,Western Metropolitan,Sunshine North,h
25 James St,5,2505000,5,2,739,1927,Southern Metropolitan,Surrey Hills,h
33 Kingston Rd,3,1785000,3,1,516,1910,Southern Metropolitan,Surrey Hills,h
63 Russell St,3,1580000,3,1,586,,Southern Metropolitan,Surrey Hills,h
462 Whitehorse Rd,3,1620000,3,1,665,,Southern Metropolitan,Surrey Hills,h
16 Coronation St,3,645000,3,2,684,,Western Metropolitan,Taylors Hill,h
7 Hanson Ct,5,1300000,5,3,771,,Western Metropolitan,Taylors Lakes,h
91 MacEdon Rd,5,1381000,5,2,733,,Eastern Metropolitan,Templestowe Lower,h
6 Magnolia Dr,5,1225000,5,2,665,1980,Eastern Metropolitan,Templestowe Lower,h
140 Swanston St,4,1375000,4,2,662,1950,Eastern Metropolitan,Templestowe Lower,h
20 Caroline St,3,705000,3,1,545,1975,Northern Metropolitan,Thomastown,h
160 Dalton Rd,3,550000,3,1,551,,Northern Metropolitan,Thomastown,h
18 Plane St,3,630000,3,1,654,,Northern Metropolitan,Thomastown,h
84 The Boulevard,3,740000,3,1,727,1952,Northern Metropolitan,Thomastown,h
2/124 Flinders St,2,745000,2,1,120,1975,Northern Metropolitan,Thornbury,u
30 Martin St,3,1225000,3,1,275,1920,Northern Metropolitan,Thornbury,h
118 Rossmoyne St,4,1400000,4,2,364,,Northern Metropolitan,Thornbury,h
1/14 Stable Dr,3,390000,3,2,289,2008,Western Metropolitan,Truganina,u
1/6 Burvale Ct,3,555000,3,2,286,,Western Metropolitan,Tullamarine,t
35 Finningley Dr,3,695000,3,1,676,1980,Western Metropolitan,Tullamarine,h
338 Glenfern Rd,2,575000,2,1,1200,,Eastern Victoria,Upwey,h
34 Martins La,3,870000,3,2,291,2000,Eastern Metropolitan,Viewbank,h
3 David Rd,4,1050000,4,2,1529,,Eastern Metropolitan,Warrandyte,h
66 MacOrna St,4,710000,4,1,541,1960,Northern Metropolitan,Watsonia North,h
8 Meakin St,3,705000,3,1,538,,Northern Metropolitan,Watsonia North,h
58 Church St,3,570000,3,1,660,1960,Western Metropolitan,Werribee,h
9 Jamieson Ct,3,372000,3,1,239,,Western Metropolitan,Werribee,h
5/19 Waratah St,3,597000,3,1,126,1995,Western Metropolitan,West Footscray,u
1/110 Railway Pl,2,660000,2,1,0,1993,Northern Metropolitan,West Melbourne,u
20/84 Hillcrest Dr,3,500000,3,1,141,2012,Northern Metropolitan,Westmeadows,t
124 Raleigh St,5,560000,5,2,626,,Northern Metropolitan,Westmeadows,h
9 Mill Ct,4,1200000,4,3,858,,South-Eastern Metropolitan,Wheelers Hill,h
49 Phoenix Dr,5,1223000,5,3,762,,South-Eastern Metropolitan,Wheelers Hill,h
5 Rubens Ct,4,1035000,4,2,702,,South-Eastern Metropolitan,Wheelers Hill,h
11 Hosking St,3,1367000,3,1,410,,Western Metropolitan,Williamstown,h
2/70 Osborne St,2,880000,2,1,169,2000,Western Metropolitan,Williamstown,u
6 Edina St,3,862000,3,1,353,1940,Western Metropolitan,Williamstown North,h
8 Yumbarra Pde,4,595000,4,2,448,2012,Northern Metropolitan,Wollert,h
56 Severn St,4,1190000,4,1,405,,Western Metropolitan,Yarraville,h
1/27 Stephen St,2,709500,2,1,80,1970,Western Metropolitan,Yarraville,u
21/659 Victoria St,2,550000,2,1,1521,,Northern Metropolitan,Abbotsford,u
3/26 Highridge Cr,3,670000,3,1,169,2000,Western Metropolitan,Airport West,u
16 Greig St,4,3560000,4,1,327,,Southern Metropolitan,Albert Park,h
46 Chambers Rd,5,1500000,5,3,1068,,Western Metropolitan,Altona North,h
22 Knapp St,4,1030000,4,3,533,,Western Metropolitan,Altona North,h
21 Walter St,2,1130000,2,1,222,,Western Metropolitan,Ascot Vale,h
29 Brentwood Dr,3,820000,3,1,680,,Western Metropolitan,Avondale Heights,h
107 North Rd,3,680000,3,1,596,,Western Metropolitan,Avondale Heights,h
6 Ridley Av,3,720000,3,1,582,1965,Western Metropolitan,Avondale Heights,h
132 Templewood Cr,3,1107500,3,3,668,2014,Western Metropolitan,Avondale Heights,h
4 Lidgett St,3,285000,3,1,612,,Western Victoria,Bacchus Marsh,h
21/54 Balston St,1,328500,1,1,0,,Southern Metropolitan,Balaclava,u
1/48 Kenny St,4,1575000,4,2,392,2007,Southern Metropolitan,Balwyn North,t
15 Edinburgh Rd,5,900000,5,2,942,,Eastern Metropolitan,Bayswater,h
1/20 Kumala Rd,2,520000,2,1,158,1975,Eastern Metropolitan,Bayswater,u
4/463 South Rd,2,380000,2,1,1,2011,Southern Metropolitan,Bentleigh,u
9 Geranium Ct,4,920000,4,5,638,2014,Eastern Victoria,Berwick,h
9 Sunview Pl,4,950000,4,4,603,2007,Eastern Victoria,Berwick,h
3/43 The Ridge,2,485000,2,1,0,1960,Eastern Metropolitan,Blackburn,u
24 Sylvia St,3,1291000,3,2,548,1970,Eastern Metropolitan,Blackburn South,h
8 Darwin Rd,3,775000,3,1,720,1970,Eastern Metropolitan,Boronia,h
34 Russell Cr,4,820000,4,2,719,1975,Eastern Metropolitan,Boronia,h
43 Rose St,5,2285000,5,3,803,,Eastern Metropolitan,Box Hill,h
14 Enderby Ct,3,797000,3,1,694,1960,Western Metropolitan,Braybrook,h
10 Menzies St,5,760000,5,2,622,,Western Metropolitan,Braybrook,h
1 Walker Pl,2,590000,2,1,304,1950,Western Metropolitan,Braybrook,h
10/32 Outer Cr,3,1180000,3,2,0,2011,Southern Metropolitan,Brighton,u
1/3 Gleniffer Av,2,585000,2,1,0,1950,Southern Metropolitan,Brighton East,u
90 Thomas St,4,1580000,4,1,890,1970,Southern Metropolitan,Brighton East,h
8 Katandra Cr,3,460000,3,1,629,,Northern Metropolitan,Broadmeadows,h
48 Walsh St,3,386000,3,1,341,1965,Northern Metropolitan,Broadmeadows,h
3/49 Stenhouse Av,2,515000,2,1,159,2012,Western Metropolitan,Brooklyn,u
9 Blyth St,4,1515000,4,2,236,1890,Northern Metropolitan,Brunswick,h
37 Fourth Av,3,1037000,3,1,210,1996,Northern Metropolitan,Brunswick,h
6 Gregory St,3,1100000,3,1,193,,Northern Metropolitan,Brunswick,h
219 Glenlyon Rd,3,1330000,3,2,161,1890,Northern Metropolitan,Brunswick East,h
63 Harrison St,3,937000,3,2,110,2000,Northern Metropolitan,Brunswick East,t
302/218 Lygon St,1,290000,1,1,197,2012,Northern Metropolitan,Brunswick East,u
12 Norwood Ct,3,730000,3,1,612,1960,Northern Metropolitan,Bundoora,h
71 Wallara Cr,3,660000,3,1,582,1970,Northern Metropolitan,Bundoora,h
14 Cumming St,3,1530000,3,1,695,,Southern Metropolitan,Burwood,h
389 Blackburn Rd,3,1150000,3,2,668,1965,Eastern Metropolitan,Burwood East,h
1 Sartori St,4,1600000,4,2,592,2007,Eastern Metropolitan,Burwood East,h
2 Gumleaf Ct,3,636000,3,2,585,2000,Western Metropolitan,Cairnlea,h
5/26 Cornell St,2,755000,2,1,92,1960,Southern Metropolitan,Camberwell,u
1088 Toorak Rd,8,2200000,8,8,650,,Southern Metropolitan,Camberwell,h
11 Beena Av,3,1530000,3,1,684,,Southern Metropolitan,Carnegie,h
1/17 Cosy Gum Rd,2,750000,2,1,0,1970,Southern Metropolitan,Carnegie,u
5/12 Judith St,1,286000,1,1,314,1960,Southern Metropolitan,Carnegie,u
7/177 Oakleigh Rd,2,580010,2,1,0,1970,Southern Metropolitan,Carnegie,u
1/108 Truganini Rd,4,1250000,4,3,326,2005,Southern Metropolitan,Carnegie,t
2 Cranwell Sq,3,430000,3,2,194,2010,Western Metropolitan,Caroline Springs,t
5/1 Dargi Grn,3,360000,3,1,0,2009,Western Metropolitan,Caroline Springs,t
